From	To	Species	Gene Name
A_23_P81859	Hist1h2ah	Homo sapiens	histone cluster 1, H2ag; histone cluster 1, H2ah; histone cluster 1, H2ai; histone cluster 1, H2ak; histone cluster 1, H2al; histone cluster 1, H2am
A_23_P81859	Hist1h2ak	Homo sapiens	histone cluster 1, H2ag; histone cluster 1, H2ah; histone cluster 1, H2ai; histone cluster 1, H2ak; histone cluster 1, H2al; histone cluster 1, H2am
A_23_P81859	HIST1H2AM	Homo sapiens	histone cluster 1, H2ag; histone cluster 1, H2ah; histone cluster 1, H2ai; histone cluster 1, H2ak; histone cluster 1, H2al; histone cluster 1, H2am
A_23_P81859	HIST1H2AL	Homo sapiens	histone cluster 1, H2ag; histone cluster 1, H2ah; histone cluster 1, H2ai; histone cluster 1, H2ak; histone cluster 1, H2al; histone cluster 1, H2am
A_24_P176255	gabpb1	Homo sapiens	GA binding protein transcription factor, beta subunit 1
A_32_P410753	CXorf59	Homo sapiens	chromosome X open reading frame 59
A_23_P49082	NUBP2	Homo sapiens	nucleotide binding protein 2 (MinD homolog, E. coli)
A_32_P90080	ARMC10	Homo sapiens	armadillo repeat containing 10
A_23_P201979	Crem	Homo sapiens	cAMP responsive element modulator
A_23_P362736	RSPH10B2	Homo sapiens	radial spoke head 10 homolog B2 (Chlamydomonas); radial spoke head 10 homolog B (Chlamydomonas)
A_23_P362736	RSPH10B	Homo sapiens	radial spoke head 10 homolog B2 (Chlamydomonas); radial spoke head 10 homolog B (Chlamydomonas)
A_23_P419795	Sbf2	Homo sapiens	SET binding factor 2
A_24_P923945	UBR4	Homo sapiens	ubiquitin protein ligase E3 component n-recognin 4
A_23_P52974	GIF	Homo sapiens	gastric intrinsic factor (vitamin B synthesis)
A_23_P50031	OR3A1	Homo sapiens	olfactory receptor, family 3, subfamily A, member 1
A_23_P325562	Slc1a7	Homo sapiens	solute carrier family 1 (glutamate transporter), member 7
A_24_P914817	MKLN1	Homo sapiens	muskelin 1, intracellular mediator containing kelch motifs
A_24_P317719	WHSC1L1	Homo sapiens	Wolf-Hirschhorn syndrome candidate 1-like 1
A_23_P50039	Mc5r	Homo sapiens	melanocortin 5 receptor
A_23_P137403	LRRC41	Homo sapiens	leucine rich repeat containing 41
A_23_P51565	Tnni1	Homo sapiens	troponin I type 1 (skeletal, slow)
A_32_P207180	ARL16	Homo sapiens	ADP-ribosylation factor-like 16
A_24_P321068	SLC31A1	Homo sapiens	solute carrier family 31 (copper transporters), member 1
A_23_P1170	Anubl1	Homo sapiens	AN1, ubiquitin-like, homolog (Xenopus laevis)
A_23_P1173	habp2	Homo sapiens	hyaluronan binding protein 2
A_23_P420359	ADAMTS20	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif, 20
A_24_P73535	C14orf119	Homo sapiens	chromosome 14 open reading frame 119
A_23_P317207	Atxn7l2	Homo sapiens	ataxin 7-like 2
A_23_P149099	DDOST	Homo sapiens	dolichyl-diphosphooligosaccharide-protein glycosyltransferase
A_23_P52986	VWCE	Homo sapiens	von Willebrand factor C and EGF domains
A_23_P318348	C19orf34	Homo sapiens	chromosome 19 open reading frame 34
A_23_P173	casq1	Homo sapiens	calsequestrin 1 (fast-twitch, skeletal muscle)
A_24_P228302	CEACAM7	Homo sapiens	carcinoembryonic antigen-related cell adhesion molecule 7
A_24_P317708	SDR16C5	Homo sapiens	short chain dehydrogenase/reductase family 16C, member 5
A_24_P32935	FOLR2	Homo sapiens	folate receptor 2 (fetal)
A_32_P473302	FLJ35024	Homo sapiens	hypothetical LOC401491
A_23_P156993	CNOT4	Homo sapiens	CCR4-NOT transcription complex, subunit 4
A_23_P98686	athl1	Homo sapiens	ATH1, acid trehalase-like 1 (yeast)
A_23_P81825	GUCA1B	Homo sapiens	guanylate cyclase activator 1B (retina)
A_23_P149084	Grik3	Homo sapiens	glutamate receptor, ionotropic, kainate 3
A_24_P225518	GLTPD1	Homo sapiens	glycolipid transfer protein domain containing 1
A_24_P316257	C16orf11	Homo sapiens	hypothetical protein FLJ36208; chromosome 16 open reading frame 11
A_24_P316257	NHLRC4	Homo sapiens	hypothetical protein FLJ36208; chromosome 16 open reading frame 11
A_23_P1186	C1QL3	Homo sapiens	complement component 1, q subcomponent-like 3
A_24_P403244	PILRB	Homo sapiens	paired immunoglobin-like type 2 receptor beta
A_23_P420348	POTEC	Homo sapiens	POTE ankyrin domain family, member D; POTE ankyrin domain family, member C; POTE ankyrin domain family, member B
A_23_P420348	POTEB	Homo sapiens	POTE ankyrin domain family, member D; POTE ankyrin domain family, member C; POTE ankyrin domain family, member B
A_23_P420348	POTED	Homo sapiens	POTE ankyrin domain family, member D; POTE ankyrin domain family, member C; POTE ankyrin domain family, member B
A_23_P166	Mobkl2c	Homo sapiens	MOB1, Mps One Binder kinase activator-like 2C (yeast)
A_23_P22994	nfyc	Homo sapiens	nuclear transcription factor Y, gamma
A_32_P207169	C1orf133	Homo sapiens	chromosome 1 open reading frame 133
A_23_P51580	Hsd3b2	Homo sapiens	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
A_23_P50052	C18orf12	Homo sapiens	chromosome 18 open reading frame 12
A_23_P99747	CDKL1	Homo sapiens	cyclin-dependent kinase-like 1 (CDC2-related kinase)
A_32_P234604	pfn1	Homo sapiens	profilin 1
A_23_P97606	GSTM5	Homo sapiens	glutathione S-transferase mu 5
A_23_P99741	CDKL1	Homo sapiens	cyclin-dependent kinase-like 1 (CDC2-related kinase)
A_23_P51587	rgs7	Homo sapiens	regulator of G-protein signaling 7
A_23_P1199	NUDT5	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 5
A_32_P66881	TLR4	Homo sapiens	toll-like receptor 4
A_32_P153812	TMEM132B	Homo sapiens	transmembrane protein 132B; hypothetical LOC121296
A_32_P153812	LOC121296	Homo sapiens	transmembrane protein 132B; hypothetical LOC121296
A_24_P202840	SIRPB2	Homo sapiens	signal-regulatory protein beta 2
A_23_P81811	TJAP1	Homo sapiens	tight junction associated protein 1 (peripheral)
A_23_P420334	PGBD4	Homo sapiens	piggyBac transposable element derived 4
A_32_P13795	DNAJC27	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 27
A_24_P231829	BHMT2	Homo sapiens	betaine-homocysteine methyltransferase 2
A_32_P88120	YPEL1	Homo sapiens	yippee-like 1 (Drosophila)
A_23_P327698	Lmbrd2	Homo sapiens	LMBR1 domain containing 2
A_23_P58396	PDGFC	Homo sapiens	platelet derived growth factor C
A_23_P193	DEM1	Homo sapiens	defects in morphology 1 homolog (S. cerevisiae)
A_23_P108492	MARS2	Homo sapiens	methionyl-tRNA synthetase 2, mitochondrial
A_23_P419786	ZNF781	Homo sapiens	zinc finger protein 781
A_23_P156970	mest	Homo sapiens	mesoderm specific transcript homolog (mouse)
A_23_P58390	c4orf32	Homo sapiens	chromosome 4 open reading frame 32
A_24_P217758	Mfap3	Homo sapiens	microfibrillar-associated protein 3
A_24_P276463	NCRNA00204B	Homo sapiens	chromosome X open reading frame 52B
A_24_P316234	LOC643475	Homo sapiens	FLJ00409 protein
A_23_P27917	OR10H1	Homo sapiens	olfactory receptor, family 10, subfamily H, member 1
A_23_P25698	SLC10A1	Homo sapiens	solute carrier family 10 (sodium/bile acid cotransporter family), member 1
A_24_P72479	arpc1a	Homo sapiens	actin related protein 2/3 complex, subunit 1A, 41kDa
A_24_P93703	LOC440104	Homo sapiens	hypothetical LOC440104
A_23_P420326	FNDC5	Homo sapiens	fibronectin type III domain containing 5
A_24_P225534	Rhbdl2	Homo sapiens	rhomboid, veinlet-like 2 (Drosophila)
A_24_P397107	CDC25A	Homo sapiens	cell division cycle 25 homolog A (S. pombe)
A_24_P58488	c2orf73	Homo sapiens	chromosome 2 open reading frame 73
A_23_P58321	CCNA2	Homo sapiens	cyclin A2
A_23_P26713	rpl23	Homo sapiens	ribosomal protein L23 pseudogene 6; ribosomal protein L23
A_23_P26713	RPL23P6	Homo sapiens	ribosomal protein L23 pseudogene 6; ribosomal protein L23
A_23_P50081	Impa2	Homo sapiens	inositol(myo)-1(or 4)-monophosphatase 2
A_23_P118	Extl2	Homo sapiens	exostoses (multiple)-like 2
A_23_P323227	Ppp1ca	Homo sapiens	protein phosphatase 1, catalytic subunit, alpha isoform
A_23_P91081	epcam	Homo sapiens	epithelial cell adhesion molecule
A_23_P108437	fzd5	Homo sapiens	frizzled homolog 5 (Drosophila)
A_23_P419764	ccdc149	Homo sapiens	coiled-coil domain containing 149
A_23_P419760	CRISP3	Homo sapiens	cysteine-rich secretory protein 3
A_23_P25684	rdh11	Homo sapiens	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
A_23_P58328	ANXA10	Homo sapiens	annexin A10
A_23_P25674	CKB	Homo sapiens	creatine kinase, brain
A_24_P89971	SURF4	Homo sapiens	surfeit 4
A_32_P207124	CT47A2	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A1	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A4	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A3	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A9	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A11	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A10	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A6	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A5	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A8	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_32_P207124	CT47A7	Homo sapiens	cancer/testis antigen family 47, member A1; cancer/testis antigen family 47, member A2; cancer/testis antigen family 47, member A3; cancer/testis antigen family 47, member A11; cancer/testis antigen family 47, member A4; cancer/testis antigen family 47, member A10; cancer/testis antigen family 47, member A5; cancer/testis antigen family 47, member A6; cancer/testis antigen family 47, member A8; cancer/testis antigen family 47, member A7; cancer/testis antigen family 47, member A9
A_23_P91095	CD28	Homo sapiens	CD28 molecule
A_23_P135271	B4GALT1	Homo sapiens	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1
A_23_P500861	SYNE1	Homo sapiens	spectrin repeat containing, nuclear envelope 1
A_23_P51548	Mgst3	Homo sapiens	microsomal glutathione S-transferase 3
A_23_P362694	C4orf7	Homo sapiens	chromosome 4 open reading frame 7
A_23_P318396	Celf1	Homo sapiens	CUG triplet repeat, RNA binding protein 1
A_23_P135248	Ccl27	Homo sapiens	chemokine (C-C motif) ligand 27
A_24_P186065	DHFRL1	Homo sapiens	dihydrofolate reductase-like 1
A_23_P420373	DNMT3A	Homo sapiens	DNA (cytosine-5-)-methyltransferase 3 alpha
A_23_P50096	Tyms	Homo sapiens	thymidylate synthetase
A_32_P49508	HMGCLL1	Homo sapiens	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1
A_23_P170186	oplaH	Homo sapiens	5-oxoprolinase (ATP-hydrolysing)
A_23_P58337	Fip1l1	Homo sapiens	FIP1 like 1 (S. cerevisiae)
A_23_P3450	TUBGCP4	Homo sapiens	tubulin, gamma complex associated protein 4
A_24_P331128	GNA15	Homo sapiens	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)
A_23_P3453	rpap1	Homo sapiens	RNA polymerase II associated protein 1
A_23_P135257	prss3	Homo sapiens	protease, serine, 3
A_24_P299911	PASK	Homo sapiens	PAS domain containing serine/threonine kinase
A_32_P81676	LOC157627	Homo sapiens	hypothetical LOC157627
A_23_P63980	LRFN4	Homo sapiens	leucine rich repeat and fibronectin type III domain containing 4
A_32_P383681	DNAH6	Homo sapiens	dynein, axonemal, heavy chain 6
A_32_P223777	IL6ST	Homo sapiens	interleukin 6 signal transducer (gp130, oncostatin M receptor)
A_23_P420361	c3orf10	Homo sapiens	chromosome 3 open reading frame 10
A_23_P58353	HNRNPD	Homo sapiens	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
A_23_P325593	C15orf43	Homo sapiens	chromosome 15 open reading frame 43
A_23_P145	hmgcL	Homo sapiens	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase
A_24_P324405	ankrd11	Homo sapiens	ankyrin repeat domain 11; hypothetical protein LOC100128265
A_24_P324405	LOC100128265	Homo sapiens	ankyrin repeat domain 11; hypothetical protein LOC100128265
A_23_P26704	MFSD11	Homo sapiens	major facilitator superfamily domain containing 11
A_24_P391431	taf9b	Homo sapiens	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa
A_23_P94103	SCARA5	Homo sapiens	scavenger receptor class A, member 5 (putative)
A_24_P122921	BCL2L11	Homo sapiens	BCL2-like 11 (apoptosis facilitator)
A_32_P189413	Ctxn3	Homo sapiens	cortexin 3
A_23_P500886	CLDN15	Homo sapiens	claudin 15
A_23_P134176	Sod2	Homo sapiens	superoxide dismutase 2, mitochondrial
A_32_P74409	AG2	Homo sapiens	hypothetical protein LOC387763
A_23_P22926	GNB1	Homo sapiens	guanine nucleotide binding protein (G protein), beta polypeptide 1
A_23_P26759	Cant1	Homo sapiens	calcium activated nucleotidase 1
A_23_P385766	ANKS4B	Homo sapiens	ankyrin repeat and sterile alpha motif domain containing 4B
A_23_P95640	C1orf186	Homo sapiens	chromosome 1 open reading frame 186
A_23_P25626	c13orf34	Homo sapiens	chromosome 13 open reading frame 34
A_24_P93754	KDM4C	Homo sapiens	lysine (K)-specific demethylase 4C
A_23_P311713	C10orf92	Homo sapiens	chromosome 10 open reading frame 93; chromosome 10 open reading frame 92
A_23_P311713	C10orf93	Homo sapiens	chromosome 10 open reading frame 93; chromosome 10 open reading frame 92
A_23_P57222	C20orf185	Homo sapiens	chromosome 20 open reading frame 185
A_23_P363769	KRT86	Homo sapiens	keratin 86
A_23_P155514	AHSG	Homo sapiens	alpha-2-HS-glycoprotein
A_32_P306678	FAM190A	Homo sapiens	KIAA1680 protein
A_23_P419714	BTBD11	Homo sapiens	BTB (POZ) domain containing 11
A_23_P4522	txnl1	Homo sapiens	thioredoxin-like 1
A_23_P62446	HSFY1	Homo sapiens	heat shock transcription factor, Y-linked 1; heat shock transcription factor, Y linked 2
A_23_P62446	Hsfy2	Homo sapiens	heat shock transcription factor, Y-linked 1; heat shock transcription factor, Y linked 2
A_24_P102053	Ocln	Homo sapiens	occludin pseudogene; occludin
A_24_P102053	LOC647859	Homo sapiens	occludin pseudogene; occludin
A_23_P22915	SLC30A7	Homo sapiens	solute carrier family 30 (zinc transporter), member 7
A_23_P25638	Rnf219	Homo sapiens	ring finger protein 219
A_24_P829183	FLJ32255	Homo sapiens	hypothetical protein LOC643977
A_24_P595717	Fam179a	Homo sapiens	family with sequence similarity 179, member A
A_23_P385771	PAOX	Homo sapiens	polyamine oxidase (exo-N4-amino)
A_23_P57236	Ggt7	Homo sapiens	gamma-glutamyltransferase 7
A_23_P26771	Cd300c	Homo sapiens	CD300c molecule
A_23_P313961	Nme6	Homo sapiens	non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)
A_24_P31003	Gfer	Homo sapiens	growth factor, augmenter of liver regeneration
A_23_P98605	Ubxn1	Homo sapiens	UBX domain protein 1
A_23_P363778	FRZB	Homo sapiens	frizzled-related protein
A_24_P22976	Arrdc2	Homo sapiens	arrestin domain containing 2
A_24_P53051	LACTB	Homo sapiens	lactamase, beta
A_24_P331150	cyp4f22	Homo sapiens	cytochrome P450, family 4, subfamily F, polypeptide 22
A_23_P323272	Osr1	Homo sapiens	odd-skipped related 1 (Drosophila)
A_23_P4536	EPB41L3	Homo sapiens	erythrocyte membrane protein band 4.1-like 3
A_23_P46063	NME7	Homo sapiens	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)
A_24_P216681	LSM10	Homo sapiens	LSM10, U7 small nuclear RNA associated
A_23_P500873	RAD51L3	Homo sapiens	RAD51-like 3 (S. cerevisiae)
A_23_P25605	KBTBD7	Homo sapiens	kelch repeat and BTB (POZ) domain containing 7
A_32_P153892	taf3	Homo sapiens	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa
